ISBN,name,keyword,category
P1511180005,林永泰興-乾甜梅,林永泰興/蜜餞\果乾\梅子,休閒食品
P1504120017,SamjinX-5脆心巧克力棒(2入)3,X-5/零食\餅乾\巧克力棒\巧克力,休閒食品
P1704210018,Ｂｏｕｒｂｏｎ北日本　芳香焦糖風味餅乾（１１８．８ｇ）,焦糖餅乾/零食\午茶時光,休閒食品
P1412150016,奇亞籽蘇打餅乾,奇亞籽/零食\餅乾\蘇打餅乾,休閒食品
P1910090017,韓Paldo-火山辣雞鐵板炒麵(140gx5包),/韓國\辣雞\鐵板\炒麵\大口吃麵,休閒食品
P2004300036,皇族QQ鮮果凍(8入)160g(多口味可選),/糖果\零食\水果\Q彈,休閒食品
P1410250006,普拉嬤嬤手工餅乾(紅莓餅乾),LA MERE POULARD/零食\餅乾\法國零食\手工餅乾,休閒食品
P1409120005,香酥脆鬆餅原味,一期一會/點心\鬆餅,休閒食品
P1602240031,泰泰風-靚採打拋醬(200ml),泰泰風/泰式醬料\調味料\打拋醬,休閒食品
P1504250020,東鳩-厚切網狀洋芋片(雞汁),Tohato/東鳩\零食\洋芋片\薯片,休閒食品
P1707270020,Ｏｉｓｈｉ　ｃｒａｃｋｌｉｎｇｓ　鹽醋風味脆片餅乾,/菲律賓\菲律賓零食\下午茶時光\連假零食,休閒食品
P1506210002,SamjinX-5脆心巧克力棒(2入),X-5/零食\餅乾\巧克力棒\巧克力,休閒食品
P1811210009,森之果物-嚴選有機甘栗180g,/有機食品\休閒食品\堅果\栗子\果乾,休閒食品
P1408220030,龜苓膏30,龜苓膏/龜苓膏,休閒食品
P1908220004,福忠字號眷村醬麵醋香椒麻(115gx4包),/福忠字號\眷村醬麵\醋香\椒麻\大口吃麵,休閒食品
P2006090001,扒扒飯-卡啦扒扒鬆80g,/配飯\肉鬆\米果\辣香鬆,休閒食品
P1608030021,寶製菓　－　歡樂森林動物造型綜合餅乾２６５ｇ,寶製菓/零食\餅乾\造型餅乾,休閒食品
P1412150011,廣吉-糙米片(經典原味),KUGIFOODS/麥片\糙米片\燕麥,休閒食品
P1601130014,香菇瓜子雞調理包300g(2入),調理包/料理包\即食食品,休閒食品
P1610260012,OYATSU-5連點心麵(雞汁口味)(115g),/連假零食,休閒食品
P1408150010,綜合巧克力薄燒,Tivon/零食\餅乾\薄餅\巧克力,休閒食品
P1508090031,廣吉-赤阪蟹肉海鮮味噌濃湯+芝麻糊(減糖),MORINAGA/即食濃湯\芝麻糊,休閒食品
P1509100025,森永製菓-米老鼠草莓夾心餅乾,MORINAGA/森永\零食\餅乾\夾心餅乾,休閒食品
P1407040003,番王伯─鳳梨乾,番王伯/果乾\水果乾\蜜餞,休閒食品
P1410090007,超大葡萄乾,陽光生機/果乾\葡萄乾,休閒食品
P1410090022,經典重乳酪蛋糕,CACAO DOR/蛋糕\乳酪蛋糕\起士蛋糕,休閒食品
P1510260001,龍江路養樂多婆婆-300LIGHT活菌發酵乳(10入) ,養樂多/乳酸菌飲料,休閒食品
P1408220029,無籽超大葡萄乾,陽光生機/果乾\葡萄乾,休閒食品
P1410170013,大嬸婆-老滷骰子豆干(辣味),大嬸婆/滷味\豆干,休閒食品
P1811210003,山榮-香濃起士條 135g,/零食\餅乾\日本零食\起士條,休閒食品
P1905280035,Dr.Liv 低卡蒟蒻果凍 150g 柳橙口味,/零食\蒟蒻\果凍\果凍飲\低卡,休閒食品
P1708110085,黑大豆米果－鹽味,/中元零食大賞,休閒食品
P1911080004,SENJAKU扇雀飴粒鹽蘇打風味&檸檬風味糖67g,/SENJAKU\扇雀飴\蘇打\檸檬\糖果,休閒食品
P1809050026,日本 KOIKEYA 湖池屋 紀州岡畑農園之梅薯片 60g,/洋芋片\日本零食\零食,休閒食品
P1607250013,泰國BENTO-超味魷魚(麻辣橘色)28g,,休閒食品
P2004150014,稻葉美味三星-濃郁燉煮咖哩中辛(150g*3入),/醬汁\淋飯,休閒食品
P1410250010,澳門鉅記手信-原味杏仁餅(12入),鉅記餅家/餡餅\杏仁餅,休閒食品
P1809260002,盛田餃子沾醬200ml,/調味料\沾醬\醬油\料理醬,休閒食品
P1710050001,雀巢－美式醇郁濃滑咖啡膠囊,咖啡機/居家生活\沖泡飲品\雀巢\拿鐵\秘密特惠,休閒食品
P2002110017,扒扒飯-麻辣花椒泡菜260g,/花椒\醬汁\辣椒,休閒食品
P1803210001,Ｌｏｔｔｅ－烘焙玉米脆角（玉米濃湯）,/韓國零食\牛角餅乾\,休閒食品
P1410180010,有機黑豆,vilson/米森\黑豆\有機食品,休閒食品
P1708250019,菲律賓ｏｉｓｈｉ－爆漿巧克力,/連假零食,休閒食品
P1608010009,Mix-草莓爆漿餅乾,,休閒食品
P1805230021,ＲＩＢＯＮ立夢　－　果汁蒟蒻果凍條－葡萄４００ｇ（２５入）,/,休閒食品
P1811140003,韓國 廣川 低卡海苔酥禮盒 (30gx2 40gX2),/海苔\零食\零嘴\點心\韓國零食,休閒食品
P1503080015,喜馬拉雅山-無澀紅茶(10包一盒),飲品/茶包\紅茶,休閒食品
P1506080024,好食樂食品-老媽拌麵(麻辣),老媽拌麵 /拌麵\乾麵\泡麵\即食麵\拉麵,休閒食品
P1411160001,德倫食品-原味海苔脆片,德倫食品/零食\海苔,休閒食品
P1707140001,Ｂｏｕｒｂｏｎ北日本－ＢｏｕｎｄＲｏｃｋ葡萄軟糖,/,休閒食品
P1705180007,紀州梅肉飴１１０ｇ,/,休閒食品
P1701250015,農心-魷魚炒碼麵130g(4袋入),/,休閒食品
P1805230020,ＬＯＴＴＥ樂天　－　脆米果巧克力夾心餅８８ｇ,/,休閒食品
P1412140004,日本Kitty禮盒(奶油),北日本/零食\餅乾\點心\禮盒,休閒食品
P1411030008,美式濃黑咖啡膠囊,NESCAFE /雀巢\咖啡膠囊\美式咖啡,休閒食品
P1411160022,陽光生機-蔓越莓鮮果乾,陽光生機/果乾\蔓越莓,休閒食品
P2004150008,日本製粉希望-香辣培根起士義麵醬75.3g,/醬汁\料理\義大利麵\義式醬\日本食品,休閒食品
P1411220022,向日葵草莓夾心餅(桶),統記/零食\餅乾\夾心餅\草莓夾心,休閒食品
P1706020010,啵啵熊爆米花１００ｇ（袋裝）　巧克力／芥末／蒜香椒鹽／焦糖口味可選,/中元零食大賞,休閒食品
P1606010025,Drip Coffee 曼特寧咖啡豆(一磅),咖啡/咖啡\咖啡豆\炭燒咖啡,休閒食品
P1504020004,廣吉蟹肉,KUGIFOODS/廣吉\即食湯品\濃湯,休閒食品
P1407180003,照燒玉米餅(即期30),House/好侍\零時\餅乾,休閒食品
P1808020001,House 好侍佛蒙特咖哩塊(甜味-紅)230g,/情人料理偷吃步\咖哩\居家抗疫,休閒食品
P1406060004,sofia牛軋糖蘇打夾心餅乾,手感/零食\餅乾\夾心餅\牛軋糖,休閒食品
P1708180056,菲律賓　ＪＡＣＫｎ　ＪＩＬＬ　ｂｂｑ風味玉米餅乾,/中元零食大賞,休閒食品
P1508030014,山口製菓-綜合豆果子,山口製菓/綜合豆子\菓子\花生\蠶豆\豌豆\海苔\小魚乾,休閒食品
P1412200015,三星低卡薄荷喉糖-巨峰黑、白葡萄,三星/零食\糖果\喉糖,休閒食品
P1607290001,脆咖哩,咖哩/團購美食\午茶時光,休閒食品
P1903220002,UHA味覺糖-純露黃金糖120g,/糖果\日本,休閒食品
P1509020003,紐約風味爆米花-沙威瑪,紐約風味/沙威瑪,休閒食品
P1901020003,喜年來 芝麻蛋捲禮盒512g,/禮盒\伴手禮\過年\喜年來\蛋捲\送禮\年節禮盒,休閒食品
P1608290021,不二家　－　不二家千層派（２００ｇ）,/,休閒食品
P1906250012,小梅條狀軟糖,/LOTTE\樂天\軟糖\零食\糖果\梅子,休閒食品
P1409220001,垂坤原味鱈魚條,垂坤/團購美食\鱈魚條,休閒食品
P1412260006,日東-牛奶歐蕾抹茶,日東紅茶/茶包\抹茶歐蕾\抹茶牛奶,休閒食品
P1811070018,簡單美味工坊鐵罐超人蚊香(巧克力蚊香餅乾) 170g,/餅乾\零食\蚊香餅乾\點心,休閒食品
P1510070016,固力果－綜合餅乾（大袋）１９７．８　ｇ,/,休閒食品
P1405300016,蜂蜜果糖,調味料/蜂蜜\果糖,休閒食品
P1405170002,4連野菜餅,Calbee/卡魯比\零食\餅乾\蔬菜餅,休閒食品
P1507170011,松永餅乾綜合包,松永製菓/零食\餅乾\綜合包,休閒食品
P1910040002,韓國巧克力奶油吉拿棒兩入組20g,/韓國\巧克力\奶油\餅乾,休閒食品
P1907100004,湖池屋5P洋芋片-鹽味140g,/日本零食\湖池屋\零食\餅乾\薯片\洋芋片\中元搶先GO,休閒食品
P2004090014,馬來西亞Maggi快煮麵(叻沙)75g,/南洋\泡麵\方便麵,休閒食品
P1601280015,EIWA-草莓棉花糖,eiwa/伊華\零食\棉花糖\草莓,休閒食品
P1411160032,花生夾心餅,餅乾/零食\餅乾\夾心餅\花生夾心,休閒食品
P2005270003,藍鑽杏仁-蜂蜜鹽烤口味70g,/堅果\酥脆\香脆\零食,休閒食品
P1407110014,有機荷葉白菜,有機食府/蔬菜\葉菜類\白菜,休閒食品
P1508240005,台中萬全馨-原味肉鬆,萬全馨/肉鬆,休閒食品
P1408270001,UCC咖啡(微糖),UCC/飲品\咖啡\罐裝咖啡,休閒食品
P1512170023,冰雪奇緣-造型牛奶巧克力,糖/零食\巧克力\造型零食,休閒食品
P1411160040,極品特調藍山咖啡豆,KUGIFOODS/廣吉\咖啡\咖啡豆\藍山咖啡,休閒食品
P1512160010,和記-地瓜酥綜合組(微糖、甘梅、咖哩、芥末、海苔各一入),和記/地瓜酥,休閒食品
P1904240030,泰國 7-11 原味牛奶片20g,/泰國食品\鈣片\牛乳片\牛乳,休閒食品
P1410090009,棗到榛愛_椰棗夾榛果,棗到榛愛/果乾\紅棗\椰棗,休閒食品
P1711160064,明治製菓　史上最長Ｑ軟糖－可樂蘇打　２９ｇ,糖果/團購美食\日本進口\汽水糖\可樂糖\蘇打糖\明治軟糖,休閒食品
P1707210013,富士屋　酸甜檸檬糖,/,休閒食品
P1512300027,栗山米菓-麵包超人綜合米果,栗山米菓/零食\餅乾\米果,休閒食品
P1808020006,日本QP美乃滋450g,/,休閒食品
P1508240007,台中萬全馨-蜜汁肉乾,萬全馨/滷味\肉乾,休閒食品
P1503080005,日本SANYO-一番5入燒炒麵,SANYO/三洋\炒麵\泡麵\即食麵,休閒食品
P1709270004,ＡＳＡＨＩ　ＭＩＮＴＩＡ糖果－冰涼薄荷　（７ｇ）,糖果/團購美食\日本進口\日本零食,休閒食品
P1804250054,三養－炸醬辣雞乾燒拉麵　兩入組,/,休閒食品
P1901160028,海底撈火鍋湯底-水煮魚,/火鍋湯底\料理包\調味包\海底撈,休閒食品
P1410090015,韓風泡菜豬肉披薩,瑪莉屋/pizza\披薩,休閒食品
P1706010005,日東紅茶 皇家奶茶-濃厚280g,奶茶/飲品\午茶時光\茶飲\沖泡,休閒食品
P1511110013,泰國８６３－泰式炒打抛調理包,泰國８６３/調理包\調味料\泰式料理,休閒食品
P1907170004,黑師傅捲心酥花生400g,/黑師傅\捲心酥\花生\餅乾\中元搶先GO,休閒食品
P1911070021,春日井大粒葡萄糖126g,/春日井\ 葡萄糖\糖果,休閒食品
P1507130011,廣吉-TATAWA餅乾系列-巧克力豆豆餅,KUGIFOODS/廣吉\零食\餅乾\巧克力餅,休閒食品
P1412140024,有樂-大雷神迷你巧克力,有樂/雷神\巧克力,休閒食品
P1911150002,弘宇蛋糕水晶奶酪,/弘宇蛋糕\蛋糕\花蓮名產\布丁,休閒食品
P1408080002,原味手工精製花生麥芽糖,麥芽糖/麥芽糖,休閒食品
P1710180017,十勝製果－十勝紅酒夾心葡萄糖８０ｇ,糖果/團購美食\日本進口\水果糖\日本零食,休閒食品
P1501300007,不二家-綜合菓子(4袋入),不二家/零食\菓子\米果,休閒食品
P1504300001,青森農協－希望之露蘋果汁,蘋果汁/水果汁\飲料,休閒食品
P2004220002,炫彩水果口味酸帶70g,/水果糖\糖果\酸甜\酸軟糖,休閒食品
P1805230027,NISSIN日清 巧克力風味玉米片63g,/,休閒食品
P1708250031,Ｔａｒａｍｉ達樂美－果凍飲便利包－水蜜桃（１５０ｇ）,/,休閒食品
P1408220012,有機五色十穀米,vilson/米森\米\有機米\十穀米,休閒食品
P1501250039,UHA味覺糖-e-ma葡萄喉糖,UHA/味覺糖\零食\糖果\喉糖,休閒食品
P1601210013,吳啟魯黑金剛花生(500 g),吳啟魯/花生\黑金剛,休閒食品
P1504050020,Jelly Belly20種口味,吉力貝/糖果\綜合糖,休閒食品
P1511260003,三洋札幌一番-5入包麵(豬骨風味+鹽風味),三洋/泡麵\快煮面\乾拌麵\乾麵,休閒食品
P1806130021,Pure 軟糖綜合包-葡萄&檸檬118g,/,休閒食品
P1805300016,泰國ＦＩＳＨＯ－雙層起司披薩鱈魚絲２５ｇ,/,休閒食品
P1508160016,FLORA-玫瑰生巧克力,FLORA/零食\巧克力\生巧克力,休閒食品
P2002030004,野人舒食-舒肥雞胸肉190G/拆封即食 兩入組,/野人舒食\雞肉\雞胸肉\沙拉\即食\在家運動,休閒食品
P1503200001,UHA味覺糖-蘇打球三角箱,UHA/味覺糖\零食\糖果\蘇打糖,休閒食品
P1407110019,盒裝蘋果紅茶,日東紅茶/茶\茶包\蘋果茶,休閒食品
P1805020013,Ｋａｎｒｏ　金牛奶糖　８０ｇ,/,休閒食品
P1408070019,垂坤黑胡椒豬肉條,垂坤/團購美食\豬肉條\零食,休閒食品
P1511180009,林永泰興-仙楂糖,林永泰興/果乾\仙楂糖\蜜餞,休閒食品
P1504050013,Bourbon北日本-草莓法蘭酥142g,/連假,休閒食品
P1809190017,韓國不倒翁OTTOGI 泡菜風味拉麵,/泡麵\方便麵\拉麵\韓國泡麵,休閒食品
P1412140005,鈴木光堂-北海道戀人牛奶夾心餅乾,鈴木光堂/零食\餅乾\夾心餅乾,休閒食品
P1409120017,南非國寶茶果香系列-小莓女,FRESHPAK/茶\茶包\國寶茶,休閒食品
P1904240029,泰國 7-11麥芽巧克力牛奶20g,/泰國食品\鈣片\牛乳片\牛乳\可可,休閒食品
P1804250046,ＫＡＮＲＯ－甘樂水果糖７０ｇ,/,休閒食品
P1509100026,泉屋製菓-泉屋什錦豆果子米果,泉屋製菓/零食\菓子\米果,休閒食品
P2005270016,呷七碗-(含運組)闊嘴師金滿福蛋黃粽 180g*10粒,/粽子\端午節\肉粽,休閒食品
P1603090020,楊桃乾 (200g),蜜餞/果乾\水果乾\楊桃乾,休閒食品
P1608290017,台灣原味-玫瑰老梅酥(10入)禮盒,台灣原味/糕餅\禮盒,休閒食品
P1804250039,有村屋－天婦羅１１０ｇ,/,休閒食品
P2002110018,泰國皇家牛奶片25g,/泰國\皇家\牛奶片\伴手禮,休閒食品
P1711290116,不二家　果實感鳳梨風味糖　４２ｇ,糖果/團購美食\鳳梨糖\水果糖,休閒食品
P2001200002,舊李合興蜜餞-土鳳梨,/舊李合興\蜜餞\烏梅\梅子,休閒食品
P1504190006,綿花堂-鹽酥菓(巧克力),綿花堂/零食\餅乾\鹽酥菓,休閒食品
P1601070037,法奇歐尼-特級純橄欖油500ml(買一送一),FARCHIONI/法奇歐尼\橄欖油\義大利油\油,休閒食品
P1502250028,卡巴- KITTY蝴蝶結軟糖,Kabaya/零食\糖果\軟糖\造型軟糖,休閒食品
P1502240011,世比芽-蜂蜜紅棗茶,世比芽/茶\韓國茶\紅棗茶,休閒食品
P1405150005,蘑菇繪柄奶油餅乾,Tohato/東鳩\零食\餅乾,休閒食品
P1507170005,綜合豆果子,山口製菓/綜合豆子\菓子\花生\蠶豆\豌豆\海苔\小魚乾,休閒食品
P1410090021,榛果巧克力抹醬,CACAO DOR/果醬\抹醬\巧克力醬,休閒食品
P2005180003,泰國 7-11麥芽巧克力牛奶20g(三入組),/泰國食品\鈣片\牛乳片\牛乳\可可,休閒食品
P1407240003,MORI經典朝日糖霜年輪蛋糕,守/點心\蛋糕\年輪蛋糕,休閒食品
P1810170010,萬聖節水果爆漿軟糖 1kg,不給糖就搗蛋/糖果\軟糖\萬聖節糖果,休閒食品
P1411030004,拿鐵咖啡膠囊,NESCAFE /雀巢\咖啡膠囊,休閒食品
P1512140004,宇記肉乾-招牌原味豬肉絲,宇記/肉乾\豬肉乾,休閒食品
P1606010002,O-pa-la歐趴拉 巧克力薯片,歐趴拉/零食\餅乾\洋芋片\薯片,休閒食品
P1912130008,海底撈自煮火鍋套餐-酸辣什錦蔬菜,/海底撈\自煮火鍋,休閒食品
P2001020001,士林宣原蛋糕-巧克力雙層草莓蛋糕,/草莓季\草莓蛋糕\雙層蛋糕,休閒食品
P2005270002,MISURA優穀香烤土司片320g,/餅乾\脆片\吐司,休閒食品
P1503270002,青荷-有機錫蘭紅茶拿鐵,vilson/米森\飲品\紅茶拿鐵\茶包,休閒食品
P1409260001,多力多滋兩入一組(黃金起士),樂事/零食\餅乾\多力多滋,休閒食品
P1510010002,喜歡茶　紅韻２１茶葉,喜歡茶/茶葉,休閒食品
P1608040002,北陸製菓 - 嚕嚕米4連餅乾,四連/,休閒食品
P1710030002,韓國 Enaak 辣味小雞點心麵 (30包入/盒裝) 420g,脆麵/團購美食\進口零食\午茶點心\韓國零食,休閒食品
P2003120005,新竹-福源黑芝麻醬360g,/新竹名產\果醬\烤土司\花生醬\福園\福元\福圓\福原\早餐,休閒食品
P1809190019,Paldo 御膳火辣章魚風味乾拌麵,/泡麵\方便麵\拉麵\韓國泡麵,休閒食品
P1503080014,喜馬拉雅山-無澀紅茶(4兩罐裝；2罐(附提袋),飲品/茶包\茶\紅茶,休閒食品
P1908230016,NISSIN日清-巧克力風味玉米片80g,/NISSIN\日清\巧克力\玉米片\日本食品,休閒食品
P1411300017,赤阪-馬鈴薯蘑菇濃湯,KUGIFOODS/廣吉\即食食品\濃湯\湯,休閒食品
P1505100007,林永泰興-濕芭樂乾,林永泰興/蜜餞\果乾\水果乾,休閒食品
P1410180001,杯子棉花糖(草莓),棉花堂/棉花糖,休閒食品
P1810170011,YuPi 呦皮 萬聖節邪惡小熊QQ糖 100g,不給糖就搗蛋/糖果\軟糖\萬聖節糖果,休閒食品
P1502120007,宇記肉乾-原味牛肉乾,宇記/肉乾\伴手禮\牛肉乾\豬肉乾,休閒食品
P2003200008,太和殿椒香麻辣拌麵172g,,休閒食品
P1410170009,克朗奇經典大集合爽脆泡芙,CRUNCHY/克朗奇\泡芙\點心\下午茶,休閒食品
P1809050005,DAISHO大昌-味黑胡椒鹽225g,/調味料\胡椒鹽\胡椒粉\中秋烤肉必備\連假,休閒食品
P1908120011,中秋禮盒預購 奇華至尊-肉鬆鳳凰捲(2盒)禮盒宅配組(禮盒，附提袋),/中秋節\禮盒\奇華至尊\宅配\肉鬆,休閒食品
P1806200009,日本ＵＨＡ　味覺糖ｅ－ｍａ汽水風味喉糖［袋裝］４６ｇ,/,休閒食品
P1801170050,紅帽子　牛奶抹醬吐司餅乾　,餅乾/禮盒\團購美食\日本零食\牛奶餅乾,休閒食品
P1410170012,大嬸婆-老滷骰子豆干(原味),大嬸婆/滷味\豆干\地方小吃,休閒食品
P1905280004,日本ACE-蘋果&桃子乳酸菌果凍270g,/零食\糖果\果凍\蒟蒻\乳酸菌\低卡蒟蒻果凍,休閒食品
P1409240004,巧克力香蕉花生＆草莓玉米NEW,,休閒食品
P1901020001,77皇家春禧綜合餅乾禮盒591g,/禮盒\伴手禮\過年\皇家\送禮\年節禮盒,休閒食品
P1805020012,Ｒｉｂｏｎ　綜合果汁果凍棒　３３０ｇ,/,休閒食品
P1406060011,牛奶拉麵,辛拉麵/泡麵\即時麵\拉麵,休閒食品
P1506290037,小浣熊-烤海苔片(焦糖原味),餅乾/團購美食,休閒食品
P1502090007,ＤＯＧＡ勁爆火辣辣椒餅-墨西哥椒,新疆孜然/異國美食\辣椒餅\餅\大餅,休閒食品
P2005270014,呷七碗-(含運組)頂級南部粽 210g*6粒/包,/粽子\端午節\肉粽,休閒食品
P1509020006,香脆卡啦卡啦薯條-韓式燒烤味,ATORI/阿多里\零食\餅乾\薯條,休閒食品
P1505100005,林永泰興-化應子,林永泰興/蜜餞\梅子\化應子,休閒食品
P1807100003,日清Ｃｉｓｃｏ　ＢＩＧ糖霜早餐玉米片２２０ｇ,早點/牛奶,休閒食品
P1509300003,農心-魷魚炒碼麵,NONG SHIM /泡麵\即食麵\韓國泡麵,休閒食品
P1912170009,奇華-如意禮盒2盒組(10件/盒),/奇華\如意禮盒\禮盒,休閒食品
P1705220002,日清綜合草莓穀片（２００ｇ）,麥片/團購美食\養生之道,休閒食品
P1410170003,順天本草黑糖薑茶,順天本草/順天堂\飲品\茶包\薑茶,休閒食品
P1510010004,喜歡茶　紅韻２１立體袋茶,喜歡茶/茶葉,休閒食品
P1508030015,蛋黃哥優格柳橙糖,春日井/零食\糖果\軟糖\造型軟糖,休閒食品
P1409120018,南非國寶茶果香系列-小桃氣,FRESHPAK/茶\茶包\國寶茶,休閒食品
P1511110006,阮的肉干-爆漿牛肉肉干魔力嗆辣(相機超值包),阮的肉干/小吃\滷味\肉乾,休閒食品
P1808290008,丸美屋-皮卡丘立體造型雞蛋鮭魚口味(罐裝)48g,/日本食品\拌飯料\香鬆,休閒食品
P1505310012,今日蜜麻花,地方小吃/麻花\麻花捲\蜜麻花,休閒食品
P2002030005,舒食堂-低溫烹調雞胸肉 兩入組,/舒食堂\雞肉\雞胸肉\沙拉\即食\在家運動,休閒食品
P1406150004,MexiCoffee No.7 耳掛咖啡,MexiCoffee/咖啡\墨西哥咖啡\耳掛咖啡,休閒食品
P1809050025,德國 Baren-Treff 天然果汁小熊軟糖 (12gx30包),/糖果\零食\零嘴,休閒食品
P1511260005,Ｐｅｊｏｙ－爆漿抹茶巧克力捲心棒,捲心餅乾/團購美食\捲心酥,休閒食品
P1409260017,小浣熊海苔捲-原味,餅乾/零食\午茶時光\團購美食\海苔,休閒食品
P1509160020,3點1刻-經典炭燒奶茶,3點1刻/飲品\沖泡\茶包\粉包\奶茶,休閒食品
P1512170026,星馬-新加坡咖哩麵+新加坡叻沙麵(各一入),星馬美食/咖哩麵\叻沙麵\即時泡麵,休閒食品
P1409030003,垂坤-黑胡椒豬肉條,垂坤/團購美食\零食\餅乾\點心,休閒食品
P1806060018,好麗友　烏龜玉米脆片肉桂　８０ｇ,/,休閒食品
P1601130020,香芋里肌調理包300g(2入),常饌/調理包\調味包\即食,休閒食品
P1504190009,綿花堂-鹽酥菓(番薯脆片),綿花堂/薯片\番薯片,休閒食品
P1604080001,棗到杏福-堅果球,,休閒食品
